arm	source_contig	source_position_1based	variant_type	source_region	b0_contig	b0_position_1based	b0_region	status	reason
C0	contig_1	13845	INDEL	ir_gap_closure_interval	contig_1	13839	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_1	15050	INDEL	ir_gap_closure_interval	contig_1	15044	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_1	23290	INDEL	ir_gap_closure_interval	contig_1	23273	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_1	25517	INDEL	ir_gap_closure_interval	contig_1	25497	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_1	35675	INDEL	ir_gap_closure_interval	contig_1	35646	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_1	77612	INDEL	unique_or_unresolved_flank	contig_1	77543	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_2	33072	INDEL	unique_or_unresolved_flank	contig_2	33003	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_2	40806	INDEL	unique_or_unresolved_flank	contig_2	40722	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
C0	contig_2	65891	INDEL	unique_or_unresolved_flank	contig_2	65761	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
C0	contig_2	79937	INDEL	unique_or_unresolved_flank	contig_2	79776	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
C0	contig_2	85844	INDEL	unique_or_unresolved_flank	contig_2	85671	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1P1	contig_2	7501	INDEL	unique_or_unresolved_flank	contig_2	7482	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1C1	contig_1	56025	INDEL	NOT_EVALUABLE				EXCLUDED	SOURCE_NOT_EVALUABLE
R1C1	contig_1	56029	INDEL	unique_or_unresolved_flank	contig_1	55944	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1C1	contig_2	33077	INDEL	unique_or_unresolved_flank	contig_2	33000	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1C1	contig_2	65921	INDEL	unique_or_unresolved_flank	contig_2	65761	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
