read_id	read_length	target	alignment_length	identity	mapq
SRR27841065.1681045	1915	CM084263.1_rotation_0_offset_0	87	0.885057	5
SRR27841065.1684053	2281	CM084263.1_rotation_0_offset_0	2328	0.939433	0
SRR27841065.1684053	2281	CM084263.1_rotation_2_offset_7252	2328	0.939433	0
SRR27841065.1684053	2281	CM084263.1_rotation_1_offset_3626	2328	0.939433	0
SRR27841065.1684053	2281	CM084263.1_rotation_3_offset_10878	1613	0.943583	0
SRR27841065.1685592	15924	CM084263.1_rotation_0_offset_0	14548	0.988040	60
SRR27841065.1685592	15924	CM084263.1_rotation_1_offset_3626	10912	0.989095	0
SRR27841065.1685592	15924	CM084263.1_rotation_3_offset_10878	10973	0.986421	0
SRR27841065.1685592	15924	CM084263.1_rotation_2_offset_7252	7271	0.989272	0
SRR27841065.1685592	15924	CM084263.1_rotation_2_offset_7252	7336	0.984188	0
SRR27841065.1685592	15924	CM084263.1_rotation_0_offset_0	91	1.000000	21
SRR27841065.1685592	15924	CM084263.1_rotation_1_offset_3626	87	1.000000	17
SRR27841065.1685592	15924	CM084263.1_rotation_2_offset_7252	87	1.000000	0
SRR27841065.1685592	15924	CM084263.1_rotation_0_offset_0	89	0.977528	58
SRR27841065.1689291	1911	CM084263.1_rotation_0_offset_0	1069	0.976614	0
SRR27841065.1689291	1911	CM084263.1_rotation_3_offset_10878	1069	0.976614	0
SRR27841065.1689291	1911	CM084263.1_rotation_2_offset_7252	1069	0.976614	0
SRR27841065.1689291	1911	CM084263.1_rotation_1_offset_3626	1069	0.976614	0
SRR27841065.1689291	1911	CM084263.1_rotation_1_offset_3626	1019	0.754661	0
SRR27841065.1689291	1911	CM084263.1_rotation_2_offset_7252	1019	0.754661	0
SRR27841065.1689291	1911	CM084263.1_rotation_3_offset_10878	1019	0.754661	0
SRR27841065.1689291	1911	CM084263.1_rotation_0_offset_0	1019	0.754661	0
SRR27841065.1689494	1302	CM084263.1_rotation_3_offset_10878	1314	0.979452	0
SRR27841065.1689494	1302	CM084263.1_rotation_1_offset_3626	1314	0.979452	0
SRR27841065.1689494	1302	CM084263.1_rotation_2_offset_7252	1314	0.979452	0
SRR27841065.1689494	1302	CM084263.1_rotation_0_offset_0	1314	0.979452	0
SRR27841065.1691819	1221	CM084263.1_rotation_3_offset_10878	1256	0.942675	0
SRR27841065.1691819	1221	CM084263.1_rotation_1_offset_3626	1256	0.942675	0
SRR27841065.1691819	1221	CM084263.1_rotation_0_offset_0	1256	0.942675	0
SRR27841065.1691819	1221	CM084263.1_rotation_2_offset_7252	706	0.964589	0
SRR27841065.1701891	3847	CM084263.1_rotation_0_offset_0	3896	0.975873	0
SRR27841065.1701891	3847	CM084263.1_rotation_3_offset_10878	3896	0.975873	0
SRR27841065.1701891	3847	CM084263.1_rotation_1_offset_3626	3896	0.975873	0
SRR27841065.1701891	3847	CM084263.1_rotation_2_offset_7252	2883	0.972598	0
SRR27841065.1702285	3403	CM084263.1_rotation_0_offset_0	1979	0.972713	0
SRR27841065.1702285	3403	CM084263.1_rotation_2_offset_7252	1979	0.972713	0
SRR27841065.1702285	3403	CM084263.1_rotation_3_offset_10878	1979	0.972713	0
SRR27841065.1702285	3403	CM084263.1_rotation_1_offset_3626	1979	0.972713	0
SRR27841065.1702285	3403	CM084263.1_rotation_2_offset_7252	91	1.000000	0
SRR27841065.1702285	3403	CM084263.1_rotation_0_offset_0	91	1.000000	0
SRR27841065.1702285	3403	CM084263.1_rotation_3_offset_10878	91	1.000000	0
SRR27841065.1702285	3403	CM084263.1_rotation_1_offset_3626	91	1.000000	0
SRR27841065.1702285	3403	CM084263.1_rotation_0_offset_0	92	0.989130	19
SRR27841065.1702285	3403	CM084263.1_rotation_2_offset_7252	91	0.956044	0
SRR27841065.1702285	3403	CM084263.1_rotation_0_offset_0	91	0.956044	0
SRR27841065.1702285	3403	CM084263.1_rotation_3_offset_10878	91	0.956044	0
SRR27841065.1702285	3403	CM084263.1_rotation_1_offset_3626	91	0.956044	0
SRR27841065.1702520	803	CM084263.1_rotation_1_offset_3626	809	0.971570	0
SRR27841065.1702520	803	CM084263.1_rotation_0_offset_0	809	0.971570	0
SRR27841065.1702520	803	CM084263.1_rotation_3_offset_10878	809	0.971570	0
SRR27841065.1702520	803	CM084263.1_rotation_2_offset_7252	809	0.971570	0
SRR27841065.1702922	12860	CM084263.1_rotation_1_offset_3626	2058	0.912536	0
SRR27841065.1702922	12860	CM084263.1_rotation_3_offset_10878	2058	0.912536	0
SRR27841065.1702922	12860	CM084263.1_rotation_2_offset_7252	2058	0.912536	0
SRR27841065.1702922	12860	CM084263.1_rotation_0_offset_0	2058	0.912536	0
SRR27841065.1703592	1428	CM084263.1_rotation_0_offset_0	1103	0.961922	0
SRR27841065.1703592	1428	CM084263.1_rotation_1_offset_3626	1103	0.961922	0
SRR27841065.1703592	1428	CM084263.1_rotation_3_offset_10878	1103	0.961922	0
SRR27841065.1703592	1428	CM084263.1_rotation_2_offset_7252	1103	0.961922	0
SRR27841065.1705758	19930	CM084263.1_rotation_1_offset_3626	17994	0.792209	60
SRR27841065.1705758	19930	CM084263.1_rotation_2_offset_7252	15652	0.765334	0
SRR27841065.1705758	19930	CM084263.1_rotation_0_offset_0	11739	0.977255	0
SRR27841065.1705758	19930	CM084263.1_rotation_3_offset_10878	12002	0.700550	0
SRR27841065.1705758	19930	CM084263.1_rotation_3_offset_10878	8093	0.974546	0
SRR27841065.1705758	19930	CM084263.1_rotation_1_offset_3626	1322	0.962935	60
SRR27841065.1705758	19930	CM084263.1_rotation_1_offset_3626	779	0.984596	60
SRR27841065.1716664	3633	CM084263.1_rotation_3_offset_10878	3655	0.986047	0
SRR27841065.1716664	3633	CM084263.1_rotation_0_offset_0	3655	0.986047	0
SRR27841065.1716664	3633	CM084263.1_rotation_2_offset_7252	3655	0.986047	0
SRR27841065.1716664	3633	CM084263.1_rotation_1_offset_3626	1949	0.985634	0
SRR27841065.1719546	1622	CM084263.1_rotation_1_offset_3626	1650	0.950303	0
SRR27841065.1719546	1622	CM084263.1_rotation_3_offset_10878	1650	0.950303	0
SRR27841065.1719546	1622	CM084263.1_rotation_0_offset_0	1650	0.950303	0
SRR27841065.1719546	1622	CM084263.1_rotation_2_offset_7252	1650	0.950303	0
SRR27841065.1721212	612	CM084263.1_rotation_3_offset_10878	602	0.916944	0
SRR27841065.1721212	612	CM084263.1_rotation_2_offset_7252	602	0.916944	0
SRR27841065.1721212	612	CM084263.1_rotation_1_offset_3626	602	0.916944	0
SRR27841065.1721212	612	CM084263.1_rotation_0_offset_0	602	0.916944	0
SRR27841065.1721463	5789	CM084263.1_rotation_3_offset_10878	1152	0.970486	0
SRR27841065.1721463	5789	CM084263.1_rotation_1_offset_3626	1152	0.970486	0
SRR27841065.1721463	5789	CM084263.1_rotation_0_offset_0	1152	0.970486	0
SRR27841065.1721463	5789	CM084263.1_rotation_2_offset_7252	1152	0.970486	0
SRR27841065.1725117	432	CM084263.1_rotation_2_offset_7252	439	0.981777	0
SRR27841065.1725117	432	CM084263.1_rotation_3_offset_10878	439	0.981777	0
SRR27841065.1725117	432	CM084263.1_rotation_1_offset_3626	439	0.981777	0
SRR27841065.1725117	432	CM084263.1_rotation_0_offset_0	439	0.981777	0
SRR27841065.1728966	1308	CM084263.1_rotation_3_offset_10878	1346	0.919019	0
SRR27841065.1728966	1308	CM084263.1_rotation_0_offset_0	1346	0.919019	0
SRR27841065.1728966	1308	CM084263.1_rotation_2_offset_7252	1346	0.919019	0
SRR27841065.1728966	1308	CM084263.1_rotation_1_offset_3626	1346	0.919019	0
SRR27841065.1734932	947	CM084263.1_rotation_2_offset_7252	957	0.986416	0
SRR27841065.1734932	947	CM084263.1_rotation_3_offset_10878	957	0.986416	0
SRR27841065.1734932	947	CM084263.1_rotation_1_offset_3626	957	0.986416	0
SRR27841065.1734932	947	CM084263.1_rotation_0_offset_0	957	0.986416	0
SRR27841065.1742327	1336	CM084263.1_rotation_2_offset_7252	1340	0.984328	0
SRR27841065.1742327	1336	CM084263.1_rotation_1_offset_3626	1340	0.984328	0
SRR27841065.1742327	1336	CM084263.1_rotation_0_offset_0	1340	0.984328	0
SRR27841065.1742327	1336	CM084263.1_rotation_3_offset_10878	1054	0.983871	0
SRR27841065.1744645	13515	CM084263.1_rotation_0_offset_0	10390	0.975457	0
SRR27841065.1744645	13515	CM084263.1_rotation_1_offset_3626	10390	0.975457	0
SRR27841065.1744645	13515	CM084263.1_rotation_2_offset_7252	7303	0.975216	0
SRR27841065.1744645	13515	CM084263.1_rotation_3_offset_10878	6746	0.973169	0
SRR27841065.1744645	13515	CM084263.1_rotation_1_offset_3626	523	0.810707	0
SRR27841065.1744645	13515	CM084263.1_rotation_0_offset_0	523	0.810707	0
SRR27841065.1744645	13515	CM084263.1_rotation_3_offset_10878	523	0.810707	0
SRR27841065.1744645	13515	CM084263.1_rotation_2_offset_7252	523	0.810707	0
SRR27841065.1744645	13515	CM084263.1_rotation_0_offset_0	91	1.000000	60
SRR27841065.1744645	13515	CM084263.1_rotation_0_offset_0	93	0.978495	60
SRR27841065.1744645	13515	CM084263.1_rotation_0_offset_0	91	0.978022	59
SRR27841065.1744645	13515	CM084263.1_rotation_0_offset_0	91	0.978022	59
SRR27841065.1744645	13515	CM084263.1_rotation_0_offset_0	91	0.978022	45
SRR27841065.1745846	1003	CM084263.1_rotation_0_offset_0	1019	0.963690	0
SRR27841065.1745846	1003	CM084263.1_rotation_3_offset_10878	1019	0.963690	0
SRR27841065.1745846	1003	CM084263.1_rotation_2_offset_7252	1019	0.963690	0
SRR27841065.1745846	1003	CM084263.1_rotation_1_offset_3626	980	0.962245	0
SRR27841065.1750737	11264	CM084263.1_rotation_2_offset_7252	5829	0.974610	0
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	5829	0.974610	0
SRR27841065.1750737	11264	CM084263.1_rotation_1_offset_3626	5829	0.974610	0
SRR27841065.1750737	11264	CM084263.1_rotation_3_offset_10878	3655	0.974555	0
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	93	0.978495	60
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	91	0.989011	0
SRR27841065.1750737	11264	CM084263.1_rotation_3_offset_10878	91	0.989011	0
SRR27841065.1750737	11264	CM084263.1_rotation_2_offset_7252	91	0.989011	0
SRR27841065.1750737	11264	CM084263.1_rotation_1_offset_3626	91	0.989011	0
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	92	0.978261	60
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	91	0.978022	41
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	91	0.978022	60
SRR27841065.1750737	11264	CM084263.1_rotation_1_offset_3626	95	0.915789	0
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	95	0.915789	0
SRR27841065.1750737	11264	CM084263.1_rotation_3_offset_10878	95	0.915789	0
SRR27841065.1750737	11264	CM084263.1_rotation_2_offset_7252	93	0.935484	0
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	89	0.977528	44
SRR27841065.1750737	11264	CM084263.1_rotation_1_offset_3626	93	0.935484	0
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	93	0.935484	0
SRR27841065.1750737	11264	CM084263.1_rotation_3_offset_10878	93	0.935484	0
SRR27841065.1750737	11264	CM084263.1_rotation_2_offset_7252	95	0.915789	0
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	92	0.956522	30
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	91	0.945055	42
SRR27841065.1750737	11264	CM084263.1_rotation_0_offset_0	92	0.934783	33
SRR27841065.1753237	1021	CM084263.1_rotation_3_offset_10878	1030	0.977670	0
SRR27841065.1753237	1021	CM084263.1_rotation_1_offset_3626	1030	0.977670	0
SRR27841065.1753237	1021	CM084263.1_rotation_2_offset_7252	1030	0.977670	0
SRR27841065.1753237	1021	CM084263.1_rotation_0_offset_0	1030	0.977670	0
SRR27841065.1754780	902	CM084263.1_rotation_1_offset_3626	911	0.963776	0
SRR27841065.1754780	902	CM084263.1_rotation_3_offset_10878	911	0.963776	0
SRR27841065.1754780	902	CM084263.1_rotation_2_offset_7252	911	0.963776	0
SRR27841065.1754780	902	CM084263.1_rotation_0_offset_0	911	0.963776	0
SRR27841065.1755156	3860	CM084263.1_rotation_3_offset_10878	3950	0.939747	0
SRR27841065.1755156	3860	CM084263.1_rotation_1_offset_3626	3950	0.939747	0
SRR27841065.1755156	3860	CM084263.1_rotation_0_offset_0	3950	0.939747	0
SRR27841065.1755156	3860	CM084263.1_rotation_2_offset_7252	3429	0.941091	0
SRR27841065.1755812	1692	CM084263.1_rotation_1_offset_3626	1707	0.976567	0
SRR27841065.1755812	1692	CM084263.1_rotation_2_offset_7252	1707	0.976567	0
SRR27841065.1755812	1692	CM084263.1_rotation_0_offset_0	1707	0.976567	0
SRR27841065.1755812	1692	CM084263.1_rotation_3_offset_10878	1707	0.976567	0
SRR27841065.1757886	837	CM084263.1_rotation_0_offset_0	778	0.980720	0
SRR27841065.1757886	837	CM084263.1_rotation_1_offset_3626	778	0.980720	0
SRR27841065.1757886	837	CM084263.1_rotation_3_offset_10878	778	0.980720	0
SRR27841065.1757886	837	CM084263.1_rotation_2_offset_7252	778	0.980720	0
SRR27841065.1759343	2256	CM084263.1_rotation_2_offset_7252	2360	0.863559	0
SRR27841065.1759343	2256	CM084263.1_rotation_3_offset_10878	2360	0.863559	0
SRR27841065.1759343	2256	CM084263.1_rotation_0_offset_0	2360	0.863559	0
SRR27841065.1759343	2256	CM084263.1_rotation_1_offset_3626	2360	0.863559	0
SRR27841065.1761744	5346	CM084263.1_rotation_0_offset_0	5608	0.876427	0
SRR27841065.1761744	5346	CM084263.1_rotation_2_offset_7252	5608	0.876427	0
SRR27841065.1761744	5346	CM084263.1_rotation_3_offset_10878	5608	0.876427	0
SRR27841065.1761744	5346	CM084263.1_rotation_1_offset_3626	3459	0.869615	0
SRR27841065.1763298	773	CM084263.1_rotation_0_offset_0	772	0.993523	0
SRR27841065.1763298	773	CM084263.1_rotation_2_offset_7252	772	0.993523	0
SRR27841065.1763298	773	CM084263.1_rotation_1_offset_3626	772	0.993523	0
SRR27841065.1763298	773	CM084263.1_rotation_3_offset_10878	560	0.994643	0
SRR27841065.1763916	1805	CM084263.1_rotation_1_offset_3626	1833	0.972722	0
SRR27841065.1763916	1805	CM084263.1_rotation_2_offset_7252	1833	0.972722	0
SRR27841065.1763916	1805	CM084263.1_rotation_3_offset_10878	1833	0.972722	0
SRR27841065.1763916	1805	CM084263.1_rotation_0_offset_0	1833	0.972722	0
SRR27841065.1764931	4868	CM084263.1_rotation_2_offset_7252	4978	0.944757	0
SRR27841065.1764931	4868	CM084263.1_rotation_3_offset_10878	4978	0.944757	0
SRR27841065.1764931	4868	CM084263.1_rotation_0_offset_0	4978	0.944757	0
SRR27841065.1764931	4868	CM084263.1_rotation_1_offset_3626	3268	0.945838	0
SRR27841065.1765199	69175	CM084263.1_rotation_0_offset_0	294	0.880952	0
SRR27841065.1765199	69175	CM084263.1_rotation_2_offset_7252	294	0.880952	0
SRR27841065.1765199	69175	CM084263.1_rotation_3_offset_10878	294	0.880952	0
SRR27841065.1765199	69175	CM084263.1_rotation_1_offset_3626	294	0.880952	0
SRR27841065.1767764	6531	CM084263.1_rotation_0_offset_0	6266	0.934727	0
SRR27841065.1767764	6531	CM084263.1_rotation_3_offset_10878	6266	0.934727	0
SRR27841065.1767764	6531	CM084263.1_rotation_1_offset_3626	6266	0.934727	0
SRR27841065.1767764	6531	CM084263.1_rotation_2_offset_7252	3549	0.941110	0
SRR27841065.1768139	580	CM084263.1_rotation_3_offset_10878	91	1.000000	0
SRR27841065.1768139	580	CM084263.1_rotation_0_offset_0	91	1.000000	0
SRR27841065.1768139	580	CM084263.1_rotation_1_offset_3626	91	1.000000	0
SRR27841065.1768139	580	CM084263.1_rotation_2_offset_7252	91	1.000000	0
SRR27841065.1768139	580	CM084263.1_rotation_2_offset_7252	91	0.956044	0
SRR27841065.1768139	580	CM084263.1_rotation_1_offset_3626	91	0.956044	0
SRR27841065.1768139	580	CM084263.1_rotation_0_offset_0	91	0.956044	0
SRR27841065.1768139	580	CM084263.1_rotation_3_offset_10878	91	0.956044	0
SRR27841065.1773126	867	CM084263.1_rotation_0_offset_0	870	0.973563	0
SRR27841065.1773126	867	CM084263.1_rotation_1_offset_3626	870	0.973563	0
SRR27841065.1773126	867	CM084263.1_rotation_2_offset_7252	870	0.973563	0
SRR27841065.1773126	867	CM084263.1_rotation_3_offset_10878	870	0.973563	0
SRR27841065.1778534	14013	CM084263.1_rotation_0_offset_0	91	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_3_offset_10878	91	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_2_offset_7252	91	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_1_offset_3626	91	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_0_offset_0	91	0.989011	0
SRR27841065.1778534	14013	CM084263.1_rotation_1_offset_3626	91	0.989011	0
SRR27841065.1778534	14013	CM084263.1_rotation_2_offset_7252	91	0.989011	0
SRR27841065.1778534	14013	CM084263.1_rotation_3_offset_10878	91	0.989011	0
SRR27841065.1778534	14013	CM084263.1_rotation_1_offset_3626	91	0.989011	0
SRR27841065.1778534	14013	CM084263.1_rotation_3_offset_10878	91	0.989011	0
SRR27841065.1778534	14013	CM084263.1_rotation_2_offset_7252	91	0.989011	0
SRR27841065.1778534	14013	CM084263.1_rotation_0_offset_0	85	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_2_offset_7252	85	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_1_offset_3626	85	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_3_offset_10878	85	1.000000	0
SRR27841065.1778534	14013	CM084263.1_rotation_1_offset_3626	89	0.977528	1
SRR27841065.1778534	14013	CM084263.1_rotation_0_offset_0	89	0.977528	0
SRR27841065.1778534	14013	CM084263.1_rotation_2_offset_7252	89	0.977528	0
SRR27841065.1778534	14013	CM084263.1_rotation_3_offset_10878	89	0.977528	0
SRR27841065.1778534	14013	CM084263.1_rotation_0_offset_0	91	0.956044	0
SRR27841065.1778534	14013	CM084263.1_rotation_2_offset_7252	91	0.956044	0
SRR27841065.1778534	14013	CM084263.1_rotation_3_offset_10878	91	0.956044	0
SRR27841065.1778534	14013	CM084263.1_rotation_1_offset_3626	91	0.956044	0
SRR27841065.1778534	14013	CM084263.1_rotation_1_offset_3626	87	0.977011	1
SRR27841065.1778534	14013	CM084263.1_rotation_2_offset_7252	87	0.977011	0
SRR27841065.1778534	14013	CM084263.1_rotation_3_offset_10878	87	0.977011	0
SRR27841065.1778534	14013	CM084263.1_rotation_0_offset_0	92	0.934783	54
SRR27841065.1779167	888	CM084263.1_rotation_3_offset_10878	91	0.967033	0
SRR27841065.1779167	888	CM084263.1_rotation_2_offset_7252	91	0.967033	0
SRR27841065.1779167	888	CM084263.1_rotation_1_offset_3626	91	0.967033	0
SRR27841065.1779167	888	CM084263.1_rotation_0_offset_0	91	0.967033	0
SRR27841065.1779167	888	CM084263.1_rotation_0_offset_0	93	0.903226	0
SRR27841065.1779167	888	CM084263.1_rotation_1_offset_3626	93	0.903226	0
SRR27841065.1779167	888	CM084263.1_rotation_2_offset_7252	93	0.903226	0
SRR27841065.1779167	888	CM084263.1_rotation_3_offset_10878	93	0.903226	0
SRR27841065.1781471	17306	CM084263.1_rotation_3_offset_10878	16940	0.804664	60
SRR27841065.1781471	17306	CM084263.1_rotation_2_offset_7252	14410	0.774532	0
SRR27841065.1781471	17306	CM084263.1_rotation_0_offset_0	10378	0.968684	0
SRR27841065.1781471	17306	CM084263.1_rotation_1_offset_3626	10757	0.707074	0
SRR27841065.1781471	17306	CM084263.1_rotation_1_offset_3626	6740	0.974629	0
SRR27841065.1781471	17306	CM084263.1_rotation_3_offset_10878	557	0.976661	60
SRR27841065.1782112	4808	CM084263.1_rotation_2_offset_7252	2549	0.968223	0
SRR27841065.1782112	4808	CM084263.1_rotation_3_offset_10878	2549	0.968223	0
SRR27841065.1782112	4808	CM084263.1_rotation_1_offset_3626	2549	0.968223	0
SRR27841065.1782112	4808	CM084263.1_rotation_0_offset_0	2549	0.968223	0
SRR27841065.1782112	4808	CM084263.1_rotation_0_offset_0	2570	0.784825	0
SRR27841065.1782112	4808	CM084263.1_rotation_3_offset_10878	2570	0.784825	0
SRR27841065.1782112	4808	CM084263.1_rotation_2_offset_7252	2570	0.784825	0
SRR27841065.1782112	4808	CM084263.1_rotation_1_offset_3626	2570	0.784825	0
SRR27841065.1782548	5525	CM084263.1_rotation_1_offset_3626	5572	0.967875	0
SRR27841065.1782548	5525	CM084263.1_rotation_0_offset_0	5572	0.967875	0
SRR27841065.1782548	5525	CM084263.1_rotation_3_offset_10878	5195	0.967854	0
SRR27841065.1782548	5525	CM084263.1_rotation_2_offset_7252	4037	0.973991	0
SRR27841065.1784197	11185	CM084263.1_rotation_0_offset_0	8556	0.970781	0
SRR27841065.1784197	11185	CM084263.1_rotation_1_offset_3626	8556	0.970781	0
SRR27841065.1784197	11185	CM084263.1_rotation_2_offset_7252	7308	0.968391	0
SRR27841065.1784197	11185	CM084263.1_rotation_3_offset_10878	4900	0.964490	0
SRR27841065.1784197	11185	CM084263.1_rotation_0_offset_0	93	0.978495	60
SRR27841065.1784197	11185	CM084263.1_rotation_2_offset_7252	91	0.978022	0
SRR27841065.1784197	11185	CM084263.1_rotation_1_offset_3626	91	0.978022	0
SRR27841065.1784197	11185	CM084263.1_rotation_0_offset_0	91	0.978022	0
SRR27841065.1784197	11185	CM084263.1_rotation_0_offset_0	93	0.946237	26
SRR27841065.1784197	11185	CM084263.1_rotation_0_offset_0	91	0.945055	9
SRR27841065.1784197	11185	CM084263.1_rotation_0_offset_0	91	0.945055	26
SRR27841065.1787677	3043	CM084263.1_rotation_0_offset_0	1610	0.769565	1
SRR27841065.1787677	3043	CM084263.1_rotation_3_offset_10878	1644	0.748783	0
SRR27841065.1787677	3043	CM084263.1_rotation_2_offset_7252	1644	0.748783	0
SRR27841065.1787677	3043	CM084263.1_rotation_1_offset_3626	1644	0.748783	0
SRR27841065.1787692	1715	CM084263.1_rotation_3_offset_10878	1036	0.955598	0
SRR27841065.1787692	1715	CM084263.1_rotation_1_offset_3626	1036	0.955598	0
SRR27841065.1787692	1715	CM084263.1_rotation_0_offset_0	1036	0.955598	0
SRR27841065.1787692	1715	CM084263.1_rotation_2_offset_7252	848	0.950472	0
SRR27841065.1787692	1715	CM084263.1_rotation_0_offset_0	677	0.672083	0
SRR27841065.1787692	1715	CM084263.1_rotation_3_offset_10878	677	0.672083	0
SRR27841065.1787692	1715	CM084263.1_rotation_1_offset_3626	677	0.672083	0
SRR27841065.1787692	1715	CM084263.1_rotation_2_offset_7252	432	0.657407	0
SRR27841065.1794675	568	CM084263.1_rotation_1_offset_3626	573	0.951134	0
SRR27841065.1794675	568	CM084263.1_rotation_2_offset_7252	573	0.951134	0
SRR27841065.1794675	568	CM084263.1_rotation_0_offset_0	573	0.951134	0
SRR27841065.1794675	568	CM084263.1_rotation_3_offset_10878	573	0.951134	0
SRR27841065.1803540	10057	CM084263.1_rotation_3_offset_10878	9735	0.964355	0
SRR27841065.1803540	10057	CM084263.1_rotation_0_offset_0	9735	0.964355	0
SRR27841065.1803540	10057	CM084263.1_rotation_2_offset_7252	7289	0.966525	0
SRR27841065.1803540	10057	CM084263.1_rotation_1_offset_3626	6094	0.963735	0
SRR27841065.1812950	2485	CM084263.1_rotation_3_offset_10878	2515	0.977336	0
SRR27841065.1812950	2485	CM084263.1_rotation_0_offset_0	2515	0.977336	0
SRR27841065.1812950	2485	CM084263.1_rotation_1_offset_3626	2515	0.977336	0
SRR27841065.1812950	2485	CM084263.1_rotation_2_offset_7252	2515	0.977336	0
SRR27841065.1812971	462	CM084263.1_rotation_1_offset_3626	467	0.961456	0
SRR27841065.1812971	462	CM084263.1_rotation_2_offset_7252	467	0.961456	0
SRR27841065.1812971	462	CM084263.1_rotation_0_offset_0	467	0.961456	0
SRR27841065.1812971	462	CM084263.1_rotation_3_offset_10878	467	0.961456	0
SRR27841065.1821066	888	CM084263.1_rotation_1_offset_3626	938	0.834755	0
SRR27841065.1821066	888	CM084263.1_rotation_2_offset_7252	938	0.834755	0
SRR27841065.1821066	888	CM084263.1_rotation_3_offset_10878	938	0.834755	0
SRR27841065.1821066	888	CM084263.1_rotation_0_offset_0	938	0.834755	0
SRR27841065.1822169	1769	CM084263.1_rotation_1_offset_3626	1784	0.980381	0
SRR27841065.1822169	1769	CM084263.1_rotation_2_offset_7252	1784	0.980381	0
SRR27841065.1822169	1769	CM084263.1_rotation_0_offset_0	1784	0.980381	0
SRR27841065.1822169	1769	CM084263.1_rotation_3_offset_10878	1148	0.974739	0
SRR27841065.1825485	3324	CM084263.1_rotation_3_offset_10878	565	0.982301	0
SRR27841065.1825485	3324	CM084263.1_rotation_1_offset_3626	565	0.982301	0
SRR27841065.1825485	3324	CM084263.1_rotation_2_offset_7252	565	0.982301	0
SRR27841065.1825485	3324	CM084263.1_rotation_0_offset_0	563	0.982238	0
SRR27841065.1825485	3324	CM084263.1_rotation_0_offset_0	91	1.000000	60
SRR27841065.1825485	3324	CM084263.1_rotation_0_offset_0	91	1.000000	60
SRR27841065.1825485	3324	CM084263.1_rotation_0_offset_0	91	1.000000	60
SRR27841065.1825485	3324	CM084263.1_rotation_0_offset_0	91	0.967033	15
SRR27841065.1825485	3324	CM084263.1_rotation_0_offset_0	92	0.945652	21
SRR27841065.1827083	1021	CM084263.1_rotation_1_offset_3626	91	1.000000	0
SRR27841065.1827083	1021	CM084263.1_rotation_2_offset_7252	91	1.000000	0
SRR27841065.1827083	1021	CM084263.1_rotation_3_offset_10878	91	1.000000	0
SRR27841065.1827083	1021	CM084263.1_rotation_0_offset_0	91	1.000000	0
SRR27841065.1827083	1021	CM084263.1_rotation_2_offset_7252	91	0.967033	0
SRR27841065.1827083	1021	CM084263.1_rotation_3_offset_10878	91	0.967033	0
SRR27841065.1827083	1021	CM084263.1_rotation_0_offset_0	91	0.967033	0
SRR27841065.1827083	1021	CM084263.1_rotation_1_offset_3626	91	0.967033	0
SRR27841065.1827083	1021	CM084263.1_rotation_3_offset_10878	89	0.977528	1
SRR27841065.1827083	1021	CM084263.1_rotation_2_offset_7252	89	0.977528	0
SRR27841065.1827083	1021	CM084263.1_rotation_1_offset_3626	89	0.977528	0
SRR27841065.1827083	1021	CM084263.1_rotation_0_offset_0	89	0.977528	0
SRR27841065.1827083	1021	CM084263.1_rotation_0_offset_0	93	0.903226	29
SRR27841065.1827083	1021	CM084263.1_rotation_0_offset_0	66	0.969697	23
SRR27841065.1827885	3627	CM084263.1_rotation_0_offset_0	3716	0.938375	0
SRR27841065.1827885	3627	CM084263.1_rotation_3_offset_10878	3716	0.938375	0
SRR27841065.1827885	3627	CM084263.1_rotation_1_offset_3626	3716	0.938375	0
SRR27841065.1827885	3627	CM084263.1_rotation_2_offset_7252	2112	0.930398	0
SRR27841065.1830827	1574	CM084263.1_rotation_1_offset_3626	830	0.974699	0
SRR27841065.1830827	1574	CM084263.1_rotation_2_offset_7252	830	0.974699	0
SRR27841065.1830827	1574	CM084263.1_rotation_3_offset_10878	830	0.974699	0
SRR27841065.1830827	1574	CM084263.1_rotation_0_offset_0	830	0.974699	0
SRR27841065.1830827	1574	CM084263.1_rotation_3_offset_10878	640	0.825000	0
SRR27841065.1830827	1574	CM084263.1_rotation_2_offset_7252	640	0.825000	0
SRR27841065.1830827	1574	CM084263.1_rotation_0_offset_0	640	0.825000	0
